Source,Destination,Valeur
Q15329,P62136,0.1051600884334792
P62136,Q16254,0.1051600884334792
Q16254,P62136,0.1051600884334792
P62136,Q13145,0.305725116872361
Q13145,P62136,0.305725116872361
P62136,Q9Y624,0.244207078953146
Q9Y624,P62136,0.244207078953146
P62136,P62987,0.305725116872361
P62987,P62136,0.305725116872361
P62136,Q8TEW0,0.244207078953146
Q8TEW0,P62136,0.244207078953146
P62136,Q15843,0.305725116872361
Q15843,P62136,0.305725116872361
P62136,Q14767,0.305725116872361
Q14767,P62136,0.305725116872361
P62136,Q96PU5,0.305725116872361
Q96PU5,P62136,0.305725116872361
P62136,P62979,0.305725116872361
P62979,P62136,0.305725116872361
P62136,Q15796,0.305725116872361
Q15796,P62136,0.305725116872361
P62136,Q9Y3F4,0.305725116872361
Q9Y3F4,P62136,0.305725116872361
P62136,Q05513,0.244207078953146
Q05513,P62136,0.244207078953146
P62136,Q9GZV5,0.2963850906182176
Q9GZV5,P62136,0.2963850906182176
P62136,Q93008,0.2963850906182176
Q93008,P62136,0.2963850906182176
P62136,Q9NYA4,0.305725116872361
Q9NYA4,P62136,0.305725116872361
P62136,Q14186,0.1051600884334792
Q14186,P62136,0.1051600884334792
P62136,Q6ZNA4,0.2963850906182176
Q6ZNA4,P62136,0.2963850906182176
P62136,Q14188,0.1051600884334792
Q14188,P62136,0.1051600884334792
P62136,Q9UNE7,0.305725116872361
Q9UNE7,P62136,0.305725116872361
P62136,Q13547,0.2963850906182176
Q13547,P62136,0.2963850906182176
P62136,Q13485,0.2963850906182176
Q13485,P62136,0.2963850906182176
P62136,Q09472,0.1051600884334792
Q09472,P62136,0.1051600884334792
P0CG48,Q15583,0.2963850906182176
Q15583,P0CG48,0.2963850906182176
P0CG48,Q9Y5K5,0.305725116872361
Q9Y5K5,P0CG48,0.305725116872361
P0CG48,Q9HCE7,0.305725116872361
Q9HCE7,P0CG48,0.305725116872361
P0CG48,P84022,0.305725116872361
P84022,P0CG48,0.305725116872361
P0CG48,Q9Y618,0.2963850906182176
Q9Y618,P0CG48,0.2963850906182176
P0CG48,Q03167,0.305725116872361
Q03167,P0CG48,0.305725116872361
P0CG48,Q9HAU4,0.305725116872361
Q9HAU4,P0CG48,0.305725116872361
P0CG48,P62942,0.305725116872361
P62942,P0CG48,0.305725116872361
P0CG48,Q8N2S1,0.305725116872361
Q8N2S1,P0CG48,0.305725116872361
P0CG48,Q9NPB6,0.244207078953146
Q9NPB6,P0CG48,0.244207078953146
P0CG48,Q969W9,0.305725116872361
Q969W9,P0CG48,0.305725116872361
P0CG48,Q6ZSZ5,0.244207078953146
Q6ZSZ5,P0CG48,0.244207078953146
P0CG48,Q9Y4E8,0.305725116872361
Q9Y4E8,P0CG48,0.305725116872361
P0CG48,P27361,0.2963850906182176
P27361,P0CG48,0.2963850906182176
P0CG48,P62140,0.305725116872361
P62140,P0CG48,0.305725116872361
P0CG48,Q14766,0.305725116872361
Q14766,P0CG48,0.305725116872361
P0CG48,Q13573,0.2963850906182176
Q13573,P0CG48,0.2963850906182176
P0CG48,P51668,0.2963850906182176
P51668,P0CG48,0.2963850906182176
P0CG48,P61812,0.305725116872361
P61812,P0CG48,0.305725116872361
P0CG48,P22681,0.305725116872361
P22681,P0CG48,0.305725116872361
P0CG48,P36873,0.305725116872361
P36873,P0CG48,0.305725116872361
P0CG48,P62136,0.305725116872361
P62136,P0CG48,0.305725116872361
P0CG48,Q9P2M7,0.244207078953146
Q9P2M7,P0CG48,0.244207078953146
P0CG48,P61586,0.244207078953146
P61586,P0CG48,0.244207078953146
P0CG48,Q9GZN2,0.2963850906182176
Q9GZN2,P0CG48,0.2963850906182176
P0CG48,P24863,0.2609127724559987
P24863,P0CG48,0.2609127724559987
P0CG48,P67809,0.2609127724559987
P67809,P0CG48,0.2609127724559987
P0CG48,P36897,0.305725116872361
P36897,P0CG48,0.305725116872361
P0CG48,Q9UPN9,0.2963850906182176
Q9UPN9,P0CG48,0.2963850906182176
P0CG48,P28482,0.2963850906182176
P28482,P0CG48,0.2963850906182176
P0CG48,P18084,0.305725116872361
P18084,P0CG48,0.305725116872361
P0CG48,P49336,0.2609127724559987
P49336,P0CG48,0.2609127724559987
P0CG48,Q9NS15,0.305725116872361
Q9NS15,P0CG48,0.305725116872361
P0CG48,Q9UN42,0.2963850906182176
Q9UN42,P0CG48,0.2963850906182176
P0CG48,P12757,0.2963850906182176
P12757,P0CG48,0.2963850906182176
P0CG48,Q15329,0.2609127724559987
Q15329,P0CG48,0.2609127724559987
P0CG48,P18564,0.305725116872361
P18564,P0CG48,0.305725116872361
P0CG48,Q16254,0.2609127724559987
Q16254,P0CG48,0.2609127724559987
P0CG48,Q13145,0.305725116872361
Q13145,P0CG48,0.305725116872361
P0CG48,P61077,0.2963850906182176
P61077,P0CG48,0.2963850906182176
P0CG48,Q9Y624,0.244207078953146
Q9Y624,P0CG48,0.244207078953146
P0CG48,P62987,0.305725116872361
P62987,P0CG48,0.305725116872361
P0CG48,P12755,0.2963850906182176
P12755,P0CG48,0.2963850906182176
P0CG48,Q8TEW0,0.244207078953146
Q8TEW0,P0CG48,0.244207078953146
P0CG48,Q15843,0.305725116872361
Q15843,P0CG48,0.305725116872361
P0CG48,Q14767,0.305725116872361
Q14767,P0CG48,0.305725116872361
P0CG48,Q96PU5,0.305725116872361
Q96PU5,P0CG48,0.305725116872361
P0CG48,P26012,0.305725116872361
P26012,P0CG48,0.305725116872361
P0CG48,P62979,0.305725116872361
P62979,P0CG48,0.305725116872361
P0CG48,Q15796,0.305725116872361
Q15796,P0CG48,0.305725116872361
P0CG48,Q9Y3F4,0.305725116872361
Q9Y3F4,P0CG48,0.305725116872361
P0CG48,P53708,0.305725116872361
P53708,P0CG48,0.305725116872361
P0CG48,P61081,0.305725116872361
P61081,P0CG48,0.305725116872361
P0CG48,Q05513,0.244207078953146
Q05513,P0CG48,0.244207078953146
P0CG48,Q9GZV5,0.2963850906182176
Q9GZV5,P0CG48,0.2963850906182176
P0CG48,P42772,0.2609127724559987
P42772,P0CG48,0.2609127724559987
P0CG48,Q93008,0.2963850906182176
Q93008,P0CG48,0.2963850906182176
P0CG48,P37173,0.305725116872361
P37173,P0CG48,0.305725116872361
P0CG48,P10600,0.305725116872361
P10600,P0CG48,0.305725116872361
P0CG48,Q9NYA4,0.305725116872361
Q9NYA4,P0CG48,0.305725116872361
P0CG48,Q14186,0.2609127724559987
Q14186,P0CG48,0.2609127724559987
P0CG48,Q6ZNA4,0.2963850906182176
Q6ZNA4,P0CG48,0.2963850906182176
P0CG48,P35813,0.2963850906182176
P35813,P0CG48,0.2963850906182176
P0CG48,Q14188,0.2609127724559987
Q14188,P0CG48,0.2609127724559987
P0CG48,Q9UNE7,0.305725116872361
Q9UNE7,P0CG48,0.305725116872361
P0CG48,Q13547,0.2963850906182176
Q13547,P0CG48,0.2963850906182176
P0CG48,P17275,0.2609127724559987
P17275,P0CG48,0.2609127724559987
P0CG48,P50750,0.2609127724559987
P50750,P0CG48,0.2609127724559987
P0CG48,P28749,0.2609127724559987
P28749,P0CG48,0.2609127724559987
P0CG48,Q13485,0.2963850906182176
Q13485,P0CG48,0.2963850906182176
P0CG48,Q09472,0.2609127724559987
Q09472,P0CG48,0.2609127724559987
P08123,Q15583,0.2609127724559987
Q15583,P08123,0.2609127724559987
P08123,Q9Y5K5,0.1051600884334792
Q9Y5K5,P08123,0.1051600884334792
P08123,Q9HCE7,0.1051600884334792
Q9HCE7,P08123,0.1051600884334792
P08123,P84022,0.2609127724559987
P84022,P08123,0.2609127724559987
P08123,Q9Y618,0.2609127724559987
Q9Y618,P08123,0.2609127724559987
P08123,Q03167,0.1051600884334792
Q03167,P08123,0.1051600884334792
P08123,Q9HAU4,0.2609127724559987
Q9HAU4,P08123,0.2609127724559987
P08123,P62942,0.1051600884334792
P62942,P08123,0.1051600884334792
P08123,Q8N2S1,0.1051600884334792
Q8N2S1,P08123,0.1051600884334792
P08123,Q9NPB6,0
Q9NPB6,P08123,0
P08123,Q969W9,0.1051600884334792
Q969W9,P08123,0.1051600884334792
P08123,Q6ZSZ5,0
Q6ZSZ5,P08123,0
P08123,Q9Y4E8,0.1051600884334792
Q9Y4E8,P08123,0.1051600884334792
P08123,P27361,0.2609127724559987
P27361,P08123,0.2609127724559987
P08123,P62140,0.1051600884334792
P62140,P08123,0.1051600884334792
P08123,Q14766,0.1051600884334792
Q14766,P08123,0.1051600884334792
P08123,P09958,0
P09958,P08123,0
P08123,Q13573,0.2609127724559987
Q13573,P08123,0.2609127724559987
P08123,P51668,0.2609127724559987
P51668,P08123,0.2609127724559987
P08123,P61812,0.1051600884334792
P61812,P08123,0.1051600884334792
P08123,P22681,0.1051600884334792
P22681,P08123,0.1051600884334792
P08123,P36873,0.1051600884334792
P36873,P08123,0.1051600884334792
P08123,P62136,0.1051600884334792
P62136,P08123,0.1051600884334792
P08123,P0CG48,0.2609127724559987
P0CG48,P08123,0.2609127724559987
P08123,Q9P2M7,0
Q9P2M7,P08123,0
P08123,P61586,0
P61586,P08123,0
P08123,Q9GZN2,0.2609127724559987
Q9GZN2,P08123,0.2609127724559987
P08123,P24863,0
P24863,P08123,0
P08123,P67809,0
P67809,P08123,0
P08123,P36897,0.1051600884334792
P36897,P08123,0.1051600884334792
P08123,Q9UPN9,0.2609127724559987
Q9UPN9,P08123,0.2609127724559987
P08123,P28482,0.2609127724559987
P28482,P08123,0.2609127724559987
P08123,P09874,0.2609127724559987
P09874,P08123,0.2609127724559987
P08123,P18084,0.1051600884334792
P18084,P08123,0.1051600884334792
P08123,P49336,0
P49336,P08123,0
P08123,Q9NS15,0.1051600884334792
Q9NS15,P08123,0.1051600884334792
P08123,Q9UN42,0.2609127724559987
Q9UN42,P08123,0.2609127724559987
P08123,P12757,0.2609127724559987
P12757,P08123,0.2609127724559987
P08123,Q15329,0
Q15329,P08123,0
P08123,P18564,0.1051600884334792
P18564,P08123,0.1051600884334792
P08123,Q16254,0
Q16254,P08123,0
P08123,Q13145,0.1051600884334792
Q13145,P08123,0.1051600884334792
P08123,P61077,0.2609127724559987
P61077,P08123,0.2609127724559987
P08123,Q9Y624,0
Q9Y624,P08123,0
P08123,P62987,0.2609127724559987
P62987,P08123,0.2609127724559987
P08123,P12755,0.2609127724559987
P12755,P08123,0.2609127724559987
P08123,Q8TEW0,0
Q8TEW0,P08123,0
P08123,Q15843,0.1051600884334792
Q15843,P08123,0.1051600884334792
P08123,Q14767,0.1051600884334792
Q14767,P08123,0.1051600884334792
P08123,Q96PU5,0.2609127724559987
Q96PU5,P08123,0.2609127724559987
P08123,P26012,0.1051600884334792
P26012,P08123,0.1051600884334792
P08123,P62979,0.2609127724559987
P62979,P08123,0.2609127724559987
P08123,Q15796,0.2609127724559987
Q15796,P08123,0.2609127724559987
P08123,Q9Y3F4,0.1051600884334792
Q9Y3F4,P08123,0.1051600884334792
P08123,P53708,0.1051600884334792
P53708,P08123,0.1051600884334792
P08123,P0CG47,0.2609127724559987
P0CG47,P08123,0.2609127724559987
P08123,P61081,0.1051600884334792
P61081,P08123,0.1051600884334792
P08123,Q05513,0
Q05513,P08123,0
P08123,Q9GZV5,0.2609127724559987
Q9GZV5,P08123,0.2609127724559987
P08123,P42772,0
P42772,P08123,0
P08123,Q93008,0.2609127724559987
Q93008,P08123,0.2609127724559987
P08123,P37173,0.1051600884334792
P37173,P08123,0.1051600884334792
P08123,P10600,0.1051600884334792
P10600,P08123,0.1051600884334792
P08123,Q9NYA4,0.1051600884334792
Q9NYA4,P08123,0.1051600884334792
P08123,Q14186,0
Q14186,P08123,0
P08123,Q6ZNA4,0.2609127724559987
Q6ZNA4,P08123,0.2609127724559987
P08123,P35813,0.2609127724559987
P35813,P08123,0.2609127724559987
P08123,Q14188,0
Q14188,P08123,0
P08123,Q9UNE7,0.1051600884334792
Q9UNE7,P08123,0.1051600884334792
P08123,Q13547,0.2609127724559987
Q13547,P08123,0.2609127724559987
P08123,P17275,0
P17275,P08123,0
P08123,P50750,0
P50750,P08123,0
P08123,P28749,0
P28749,P08123,0
P08123,Q13485,0.2609127724559987
Q13485,P08123,0.2609127724559987
P08123,Q09472,0
Q09472,P08123,0
Q9P2M7,Q9Y5K5,0.244207078953146
Q9Y5K5,Q9P2M7,0.244207078953146
Q9P2M7,Q9Y618,0
Q9Y618,Q9P2M7,0
Q9P2M7,Q9Y4E8,0.244207078953146
Q9Y4E8,Q9P2M7,0.244207078953146
Q9P2M7,Q9UPN9,0
Q9UPN9,Q9P2M7,0
Q9P2M7,Q9UN42,0
Q9UN42,Q9P2M7,0
Q9P2M7,Q9Y624,0
Q9Y624,Q9P2M7,0
Q9P2M7,Q9Y3F4,0.244207078953146
Q9Y3F4,Q9P2M7,0.244207078953146
Q9P2M7,Q9UNE7,0.244207078953146
Q9UNE7,Q9P2M7,0.244207078953146
P06756,Q15583,0.1051600884334792
Q15583,P06756,0.1051600884334792
P06756,Q9Y5K5,0.305725116872361
Q9Y5K5,P06756,0.305725116872361
P06756,Q9HCE7,0.305725116872361
Q9HCE7,P06756,0.305725116872361
P06756,P84022,0.305725116872361
P84022,P06756,0.305725116872361
P06756,Q9Y618,0
Q9Y618,P06756,0
P06756,Q03167,0
Q03167,P06756,0
P06756,Q9HAU4,0.305725116872361
Q9HAU4,P06756,0.305725116872361
P06756,P62942,0.244207078953146
P62942,P06756,0.244207078953146
P06756,Q8N2S1,0
Q8N2S1,P06756,0
P06756,Q9NPB6,0.244207078953146
Q9NPB6,P06756,0.244207078953146
P06756,Q969W9,0.305725116872361
Q969W9,P06756,0.305725116872361
P06756,Q6ZSZ5,0.244207078953146
Q6ZSZ5,P06756,0.244207078953146
P06756,Q9Y4E8,0.305725116872361
Q9Y4E8,P06756,0.305725116872361
P06756,P27361,0.1051600884334792
P27361,P06756,0.1051600884334792
P06756,P62140,0.305725116872361
P62140,P06756,0.305725116872361
P06756,Q14766,0
Q14766,P06756,0
P06756,P09958,0.1051600884334792
P09958,P06756,0.1051600884334792
P06756,Q13573,0
Q13573,P06756,0
P06756,P51668,0
P51668,P06756,0
P06756,P61812,0
P61812,P06756,0
P06756,P22681,0
P22681,P06756,0
P06756,P36873,0.305725116872361
P36873,P06756,0.305725116872361
P06756,P62136,0.305725116872361
P62136,P06756,0.305725116872361
P06756,P0CG48,0.305725116872361
P0CG48,P06756,0.305725116872361
P06756,P08123,0.1051600884334792
P08123,P06756,0.1051600884334792
P06756,Q9P2M7,0.244207078953146
Q9P2M7,P06756,0.244207078953146
P06756,P61586,0.244207078953146
P61586,P06756,0.244207078953146
P06756,Q9GZN2,0.1051600884334792
Q9GZN2,P06756,0.1051600884334792
P06756,P24863,0.1051600884334792
P24863,P06756,0.1051600884334792
P06756,P67809,0.1051600884334792
P67809,P06756,0.1051600884334792
P06756,P36897,0.305725116872361
P36897,P06756,0.305725116872361
P06756,Q9UPN9,0
Q9UPN9,P06756,0
P06756,P28482,0.1051600884334792
P28482,P06756,0.1051600884334792
P06756,P09874,0
P09874,P06756,0
P06756,P18084,0
P18084,P06756,0
P06756,P49336,0.1051600884334792
P49336,P06756,0.1051600884334792
P06756,Q9NS15,0
Q9NS15,P06756,0
P06756,Q9UN42,0
Q9UN42,P06756,0
P06756,P12757,0
P12757,P06756,0
P06756,Q15329,0.1051600884334792
Q15329,P06756,0.1051600884334792
P06756,P18564,0
P18564,P06756,0
P06756,P08047,0.1051600884334792
P08047,P06756,0.1051600884334792
P06756,Q16254,0.1051600884334792
Q16254,P06756,0.1051600884334792
P06756,Q13145,0.305725116872361
Q13145,P06756,0.305725116872361
P06756,P61077,0
P61077,P06756,0
P06756,Q9Y624,0.244207078953146
Q9Y624,P06756,0.244207078953146
P06756,P62987,0.305725116872361
P62987,P06756,0.305725116872361
P06756,P12755,0
P12755,P06756,0
P06756,Q8TEW0,0.244207078953146
Q8TEW0,P06756,0.244207078953146
P06756,Q15843,0
Q15843,P06756,0
P06756,Q14767,0
Q14767,P06756,0
P06756,Q96PU5,0.305725116872361
Q96PU5,P06756,0.305725116872361
P06756,P26012,0
P26012,P06756,0
P06756,P62979,0.305725116872361
P62979,P06756,0.305725116872361
P06756,Q15796,0.305725116872361
Q15796,P06756,0.305725116872361
P06756,Q9Y3F4,0.305725116872361
Q9Y3F4,P06756,0.305725116872361
P06756,P53708,0
P53708,P06756,0
P06756,P0CG47,0.305725116872361
P0CG47,P06756,0.305725116872361
P06756,P61081,0
P61081,P06756,0
P06756,Q05513,0.244207078953146
Q05513,P06756,0.244207078953146
P06756,Q9GZV5,0.1051600884334792
Q9GZV5,P06756,0.1051600884334792
P06756,P42772,0.1051600884334792
P42772,P06756,0.1051600884334792
P06756,Q93008,0
Q93008,P06756,0
P06756,P37173,0.305725116872361
P37173,P06756,0.305725116872361
P06756,P10600,0
P10600,P06756,0
P06756,Q9NYA4,0.305725116872361
Q9NYA4,P06756,0.305725116872361
P06756,Q14186,0.1051600884334792
Q14186,P06756,0.1051600884334792
P06756,Q6ZNA4,0.1051600884334792
Q6ZNA4,P06756,0.1051600884334792
P06756,P35813,0
P35813,P06756,0
P06756,Q14188,0.1051600884334792
Q14188,P06756,0.1051600884334792
P06756,Q9UNE7,0.305725116872361
Q9UNE7,P06756,0.305725116872361
P06756,Q13547,0.1051600884334792
Q13547,P06756,0.1051600884334792
P06756,P17275,0.1051600884334792
P17275,P06756,0.1051600884334792
P06756,P50750,0.1051600884334792
P50750,P06756,0.1051600884334792
P06756,P28749,0.1051600884334792
P28749,P06756,0.1051600884334792
P06756,Q13485,0.1051600884334792
Q13485,P06756,0.1051600884334792
P06756,Q09472,0.1051600884334792
Q09472,P06756,0.1051600884334792
P61586,Q15583,0
Q15583,P61586,0
P61586,Q9Y5K5,0.244207078953146
Q9Y5K5,P61586,0.244207078953146
P61586,Q9HCE7,0.244207078953146
Q9HCE7,P61586,0.244207078953146
P61586,P84022,0.244207078953146
P84022,P61586,0.244207078953146
P61586,Q9Y618,0
Q9Y618,P61586,0
P61586,Q03167,0.244207078953146
Q03167,P61586,0.244207078953146
P61586,Q9HAU4,0.244207078953146
Q9HAU4,P61586,0.244207078953146
P61586,P62942,0.244207078953146
P62942,P61586,0.244207078953146
P61586,Q8N2S1,0.244207078953146
Q8N2S1,P61586,0.244207078953146
P61586,Q9NPB6,0
Q9NPB6,P61586,0
P61586,Q969W9,0.244207078953146
Q969W9,P61586,0.244207078953146
P61586,Q6ZSZ5,0
Q6ZSZ5,P61586,0
P61586,Q9Y4E8,0.244207078953146
Q9Y4E8,P61586,0.244207078953146
P61586,P62140,0.244207078953146
P62140,P61586,0.244207078953146
P61586,Q14766,0.244207078953146
Q14766,P61586,0.244207078953146
P61586,Q13573,0
Q13573,P61586,0
P61586,P61812,0.244207078953146
P61812,P61586,0.244207078953146
P61586,P62136,0.244207078953146
P62136,P61586,0.244207078953146
P61586,Q9P2M7,0
Q9P2M7,P61586,0
P61586,Q9GZN2,0
Q9GZN2,P61586,0
P61586,P67809,0
P67809,P61586,0
P61586,Q9UPN9,0
Q9UPN9,P61586,0
P61586,Q9NS15,0.244207078953146
Q9NS15,P61586,0.244207078953146
P61586,Q9UN42,0
Q9UN42,P61586,0
P61586,Q15329,0
Q15329,P61586,0
P61586,Q16254,0
Q16254,P61586,0
P61586,Q13145,0.244207078953146
Q13145,P61586,0.244207078953146
P61586,Q9Y624,0
Q9Y624,P61586,0
P61586,P62987,0.244207078953146
P62987,P61586,0.244207078953146
P61586,Q8TEW0,0
Q8TEW0,P61586,0
P61586,Q15843,0.244207078953146
Q15843,P61586,0.244207078953146
P61586,Q14767,0.244207078953146
Q14767,P61586,0.244207078953146
P61586,Q96PU5,0.244207078953146
Q96PU5,P61586,0.244207078953146
P61586,P62979,0.244207078953146
P62979,P61586,0.244207078953146
P61586,Q15796,0.244207078953146
Q15796,P61586,0.244207078953146
P61586,Q9Y3F4,0.244207078953146
Q9Y3F4,P61586,0.244207078953146
P61586,Q05513,0
Q05513,P61586,0
P61586,Q9GZV5,0
Q9GZV5,P61586,0
P61586,Q93008,0
Q93008,P61586,0
P61586,Q9NYA4,0.244207078953146
Q9NYA4,P61586,0.244207078953146
P61586,Q14186,0
Q14186,P61586,0
P61586,Q6ZNA4,0
Q6ZNA4,P61586,0
P61586,Q14188,0
Q14188,P61586,0
P61586,Q9UNE7,0.244207078953146
Q9UNE7,P61586,0.244207078953146
P61586,Q13547,0
Q13547,P61586,0
P61586,Q13485,0
Q13485,P61586,0
P61586,Q09472,0
Q09472,P61586,0
Q9GZN2,Q9Y5K5,0.2963850906182176
Q9Y5K5,Q9GZN2,0.2963850906182176
Q9GZN2,Q9HCE7,0.2963850906182176
Q9HCE7,Q9GZN2,0.2963850906182176
Q9GZN2,Q9Y618,0.2609127724559987
Q9Y618,Q9GZN2,0.2609127724559987
Q9GZN2,Q9HAU4,0.2963850906182176
Q9HAU4,Q9GZN2,0.2963850906182176
Q9GZN2,Q9NPB6,0
Q9NPB6,Q9GZN2,0
Q9GZN2,Q9Y4E8,0.2963850906182176
Q9Y4E8,Q9GZN2,0.2963850906182176
Q9GZN2,Q9P2M7,0
Q9P2M7,Q9GZN2,0
Q9GZN2,Q9UPN9,0.2609127724559987
Q9UPN9,Q9GZN2,0.2609127724559987
Q9GZN2,Q9NS15,0.1051600884334792
Q9NS15,Q9GZN2,0.1051600884334792
Q9GZN2,Q9UN42,0.2609127724559987
Q9UN42,Q9GZN2,0.2609127724559987
Q9GZN2,Q9Y624,0
Q9Y624,Q9GZN2,0
Q9GZN2,Q9Y3F4,0.2963850906182176
Q9Y3F4,Q9GZN2,0.2963850906182176
Q9GZN2,Q9GZV5,0.2609127724559987
Q9GZV5,Q9GZN2,0.2609127724559987
Q9GZN2,Q9NYA4,0.2963850906182176
Q9NYA4,Q9GZN2,0.2963850906182176
Q9GZN2,Q9UNE7,0.2963850906182176
Q9UNE7,Q9GZN2,0.2963850906182176
P24863,Q15583,0.2609127724559987
Q15583,P24863,0.2609127724559987
P24863,Q9Y5K5,0.1051600884334792
Q9Y5K5,P24863,0.1051600884334792
P24863,Q9HCE7,0.1051600884334792
Q9HCE7,P24863,0.1051600884334792
P24863,P84022,0.2609127724559987
P84022,P24863,0.2609127724559987
P24863,Q9Y618,0.2609127724559987
Q9Y618,P24863,0.2609127724559987
P24863,Q03167,0.1051600884334792
Q03167,P24863,0.1051600884334792
P24863,Q9HAU4,0.2609127724559987
Q9HAU4,P24863,0.2609127724559987
P24863,P62942,0.1051600884334792
P62942,P24863,0.1051600884334792
P24863,Q8N2S1,0.1051600884334792
Q8N2S1,P24863,0.1051600884334792
P24863,Q9NPB6,0
Q9NPB6,P24863,0
P24863,Q969W9,0.1051600884334792
Q969W9,P24863,0.1051600884334792
P24863,Q6ZSZ5,0
Q6ZSZ5,P24863,0
P24863,Q9Y4E8,0.1051600884334792
Q9Y4E8,P24863,0.1051600884334792
P24863,P27361,0.2609127724559987
P27361,P24863,0.2609127724559987
P24863,P62140,0.1051600884334792
P62140,P24863,0.1051600884334792
P24863,Q14766,0.1051600884334792
Q14766,P24863,0.1051600884334792
P24863,Q13573,0.2609127724559987
Q13573,P24863,0.2609127724559987
P24863,P51668,0.2609127724559987
P51668,P24863,0.2609127724559987
P24863,P61812,0.1051600884334792
P61812,P24863,0.1051600884334792
P24863,P36873,0.1051600884334792
P36873,P24863,0.1051600884334792
P24863,P62136,0.1051600884334792
P62136,P24863,0.1051600884334792
P24863,Q9P2M7,0
Q9P2M7,P24863,0
P24863,P61586,0
P61586,P24863,0
P24863,Q9GZN2,0.2609127724559987
Q9GZN2,P24863,0.2609127724559987
P24863,P67809,0
P67809,P24863,0
P24863,P36897,0.1051600884334792
P36897,P24863,0.1051600884334792
P24863,Q9UPN9,0.2609127724559987
Q9UPN9,P24863,0.2609127724559987
P24863,P28482,0.2609127724559987
P28482,P24863,0.2609127724559987
P24863,P49336,0
P49336,P24863,0
P24863,Q9NS15,0.1051600884334792
Q9NS15,P24863,0.1051600884334792
P24863,Q9UN42,0.2609127724559987
Q9UN42,P24863,0.2609127724559987
P24863,Q15329,0
Q15329,P24863,0
P24863,Q16254,0
Q16254,P24863,0
P24863,Q13145,0.1051600884334792
Q13145,P24863,0.1051600884334792
P24863,P61077,0.2609127724559987
P61077,P24863,0.2609127724559987
P24863,Q9Y624,0
Q9Y624,P24863,0
P24863,P62987,0.2609127724559987
P62987,P24863,0.2609127724559987
P24863,Q8TEW0,0
Q8TEW0,P24863,0
P24863,Q15843,0.1051600884334792
Q15843,P24863,0.1051600884334792
P24863,Q14767,0.1051600884334792
Q14767,P24863,0.1051600884334792
P24863,Q96PU5,0.2609127724559987
Q96PU5,P24863,0.2609127724559987
P24863,P26012,0.1051600884334792
P26012,P24863,0.1051600884334792
P24863,P62979,0.2609127724559987
P62979,P24863,0.2609127724559987
P24863,Q15796,0.2609127724559987
Q15796,P24863,0.2609127724559987
P24863,Q9Y3F4,0.1051600884334792
Q9Y3F4,P24863,0.1051600884334792
P24863,P53708,0.1051600884334792
P53708,P24863,0.1051600884334792
P24863,P61081,0.1051600884334792
P61081,P24863,0.1051600884334792
P24863,Q05513,0
Q05513,P24863,0
P24863,Q9GZV5,0.2609127724559987
Q9GZV5,P24863,0.2609127724559987
P24863,P42772,0
P42772,P24863,0
P24863,Q93008,0.2609127724559987
Q93008,P24863,0.2609127724559987
P24863,P37173,0.1051600884334792
P37173,P24863,0.1051600884334792
P24863,Q9NYA4,0.1051600884334792
Q9NYA4,P24863,0.1051600884334792
P24863,Q14186,0
Q14186,P24863,0
P24863,Q6ZNA4,0.2609127724559987
Q6ZNA4,P24863,0.2609127724559987
P24863,P35813,0.2609127724559987
P35813,P24863,0.2609127724559987
P24863,Q14188,0
Q14188,P24863,0
P24863,Q9UNE7,0.1051600884334792
Q9UNE7,P24863,0.1051600884334792
P24863,Q13547,0.2609127724559987
Q13547,P24863,0.2609127724559987
P24863,P50750,0
P50750,P24863,0
P24863,P28749,0
P28749,P24863,0
P24863,Q13485,0.2609127724559987
Q13485,P24863,0.2609127724559987
P24863,Q09472,0
Q09472,P24863,0
P67809,Q15583,0.2609127724559987
Q15583,P67809,0.2609127724559987
P67809,Q9Y5K5,0.1051600884334792
Q9Y5K5,P67809,0.1051600884334792
P67809,Q9HCE7,0.1051600884334792
Q9HCE7,P67809,0.1051600884334792
P67809,P84022,0.2609127724559987
P84022,P67809,0.2609127724559987
P67809,Q9Y618,0.2609127724559987
Q9Y618,P67809,0.2609127724559987
P67809,Q03167,0.1051600884334792
Q03167,P67809,0.1051600884334792
P67809,Q9HAU4,0.2609127724559987
Q9HAU4,P67809,0.2609127724559987
P67809,Q8N2S1,0.1051600884334792
Q8N2S1,P67809,0.1051600884334792
P67809,Q9NPB6,0
Q9NPB6,P67809,0
P67809,Q969W9,0.1051600884334792
Q969W9,P67809,0.1051600884334792
P67809,Q6ZSZ5,0
Q6ZSZ5,P67809,0
P67809,Q9Y4E8,0.1051600884334792
Q9Y4E8,P67809,0.1051600884334792
P67809,Q14766,0.1051600884334792
Q14766,P67809,0.1051600884334792
P67809,Q13573,0.2609127724559987
Q13573,P67809,0.2609127724559987
P67809,Q9P2M7,0
Q9P2M7,P67809,0
P67809,Q9GZN2,0.2609127724559987
Q9GZN2,P67809,0.2609127724559987
P67809,Q9UPN9,0.2609127724559987
Q9UPN9,P67809,0.2609127724559987
P67809,Q9NS15,0.1051600884334792
Q9NS15,P67809,0.1051600884334792
P67809,Q9UN42,0.2609127724559987
Q9UN42,P67809,0.2609127724559987
P67809,Q15329,0
Q15329,P67809,0
P67809,Q16254,0
Q16254,P67809,0
P67809,Q13145,0.1051600884334792
Q13145,P67809,0.1051600884334792
P67809,Q9Y624,0
Q9Y624,P67809,0
